type,summary,product,comp,assignee,status,resolution,updated
,Status bar should not display Hyperlink targets over download status        ,Firefox        ,Tabbed Browser        ,nobody        ,UNCO        ,---        ,2020-08-04    
,NTLM authentication is broken in Firefox for OS X        ,Core        ,Networking: HTTP        ,nobody        ,UNCO        ,---        ,2022-10-10    
,Button not updated        ,Firefox        ,Menus        ,nobody        ,UNCO        ,---        ,2022-10-10    
,"Firefox NTLM bug with sending data by POST, content-length >=65535        ",Core        ,Networking: HTTP        ,nobody        ,UNCO        ,---        ,2020-12-14    
,Surrounding Text behavior of firefox is not correct.        ,Core        ,Widget: Gtk        ,nobody        ,UNCO        ,---        ,2022-10-10    
,Installer should deploy settings to keep Win7 Native Backup system from backing up cache files        ,Firefox        ,Installer        ,nobody        ,UNCO        ,---        ,2022-10-10    
,"When network.http.max-connections has its default value, hitting many complex pages in quick succession puts Firefox in a state where it can't load further pages for a while        ",Core        ,Networking: HTTP        ,nobody        ,UNCO        ,---        ,2020-12-14    
,FF starts new window if multiple URLs are specified on the command line.        ,Firefox        ,General        ,nobody        ,UNCO        ,---        ,2022-10-10    
,Hung browser: Firefox not setting SELECT option elements text with leading spaces        ,Core        ,DOM: Core & HTML        ,nobody        ,UNCO        ,---        ,2022-10-10    
,line edit and text edit widgets behave inconsistently with those of usual GUI applications and even the rest of Firefox        ,Core        ,DOM: Editor        ,nobody        ,UNCO        ,---        ,2020-12-14    
,"Firefox reporting ""gvfs/1.12.1"" as its user agent string        ",Core        ,Widget: Gtk        ,nobody        ,UNCO        ,---        ,2022-10-10    
,Firefox will continuely  sending key press event when doing some key press operation inside drop down list when using XIM        ,Core        ,DOM: UI Events & Foc        ,nobody        ,UNCO        ,---        ,2022-10-10    
,Feature-Request: IPv6: Firefox should support Source Address Selection        ,Core        ,Networking        ,nobody        ,UNCO        ,---        ,2022-10-10    
,navigation toolbar shows in fullscreen mode after switching from about:addons to another tab        ,Firefox        ,Toolbars and Customi        ,nobody        ,UNCO        ,---        ,2022-10-10    
,System hang for ≈1 min when drag n drop on Firefox with Ubuntu 12.x        ,Core        ,DOM: Copy & Paste an        ,nobody        ,UNCO        ,---        ,2020-12-16    
,Firefox checkbox change\click event order is non-standard        ,Core        ,DOM: Events        ,nobody        ,UNCO        ,---        ,2020-12-16    
,Firefox ESR 17.0.3 is not properly encoding selectlist option values.        ,Core        ,DOM: Serializers        ,nobody        ,UNCO        ,---        ,2020-12-16    
,Firefox is laggy when wiping the background on http://www.battlefield.com/battlefield-4        ,Core        ,DOM: Core & HTML        ,nobody        ,UNCO        ,---        ,2022-10-10    
,While synchronizing data for first time tabs are opened in background and are not visible.        ,Firefox        ,Tabbed Browser        ,nobody        ,UNCO        ,---        ,2022-10-10    
,"Will firefox ever support ""onPropertyChange"" as inline component        ",Core        ,DOM: Core & HTML        ,nobody        ,UNCO        ,---        ,2022-10-10    
,Firefox does not check illegal URIs in drag-and-drop getData().        ,Core        ,DOM: Copy & Paste an        ,nobody        ,UNCO        ,---        ,2020-12-14    
,HTML 5 notifications getting truncated in firefox        ,Core        ,DOM: Core & HTML        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Feature request: mouse/keyboard button/gestures config        ,Firefox        ,Toolbars and Customi        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Firefox Open & Save as dialogs are not localized        ,Core        ,Widget: Gtk        ,nobody        ,UNCO        ,---        ,2022-10-11    
,New Firefox menu buttons do not trigger command events        ,Core        ,DOM: Events        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Possibility to freeze drag-and-drop function on Firefox and an external program        ,Core        ,DOM: Copy & Paste an        ,nobody        ,UNCO        ,---        ,2020-12-16    
,Can't open folder in Bookmarks toolbar with touchscreen: closes immediately (Ubuntu 14.04)        ,Firefox        ,Bookmarks & History        ,nobody        ,UNCO        ,---        ,2022-10-11    
,"Firefox stops HTTP Digest Authentication, after authentication realm has changed and another login is attempted, using URL to provide credentials (http://user:pass@host)        ",Core        ,Networking: HTTP        ,nobody        ,UNCO        ,---        ,2020-12-14    
,Firefox not properly responding to the closure of the server connection per RFC (408 response)        ,Core        ,Networking: HTTP        ,nobody        ,UNCO        ,---        ,2020-12-14    
,JumpList issue with recent jumplist        ,Firefox        ,Shell Integration        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Firefox gets confused about cursoring in a contenteditable element after the selection is changed programatically        ,Core        ,DOM: Editor        ,nobody        ,UNCO        ,---        ,2020-12-16    
,EventSource in JS can be flooded and Firefox totally freezes        ,Core        ,DOM: Core & HTML        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Firefox does not show certificate selection dialog after installing new certificate        ,Core        ,Security: PSM        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Feature Request: Faceted Tags        ,Firefox        ,Bookmarks & History        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Add StartupWMClass to fix double Firefox icon in docky and plank        ,Core        ,Widget: Gtk        ,nobody        ,UNCO        ,---        ,2022-11-02    
,proxy authentication: Firefox should give up trying to re-auth if another auth mechanism already chosen        ,Core        ,Networking: HTTP        ,nobody        ,UNCO        ,---        ,2021-08-28    
,Firefox ESR is slow when using a proxy.pac file in an entreprise environment with proxy infrastructure        ,Core        ,Networking: HTTP        ,nobody        ,UNCO        ,---        ,2020-12-14    
,"Firefox locks up when parsing invalid HTML containing <button><i class=""fa fa-reply"" /></button>        ",Core        ,DOM: HTML Parser        ,nobody        ,UNCO        ,---        ,2022-10-11    
,maintenanceservice_installer.exe fails without notification when there is a %ProgramFiles%\mozilla maintenance service file        ,Firefox        ,Installer        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Don't log short-lived URLs in history        ,Firefox        ,Bookmarks & History        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Bookmark button doesn't work if outside FF window        ,Firefox        ,Bookmarks & History        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Firefox freezes with SGI-GLX (in VBox VM)        ,Toolkit        ,Startup and Profile         ,nobody        ,UNCO        ,---        ,2016-06-23    
,"Find in page shifts content, slowing down Firefox on content heavy sites        ",Toolkit        ,Find Toolbar        ,nobody        ,UNCO        ,---        ,2022-10-11    
,ipv6 tunnel broker not working in firefox 38.0.1        ,Core        ,Networking        ,nobody        ,UNCO        ,---        ,2020-12-14    
,Firefox ESR 38.xx required each time you start a proxy authentication - with the same proxy settings in Firefox ESR was the 31.xx version is not so        ,Core        ,Networking        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Macros doesn't work in FireFox        ,Core        ,Widget: Win32        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Firefox visual glitches in YouTube videos (when media.hardware-video-decoding.enabled = true)        ,Core        ,Audio/Video: Playbac        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Whole text in url/search bar selection while changing keyboard layout        ,Firefox        ,Search        ,nobody        ,UNCO        ,---        ,2021-06-18    
,Firefox does not always recognize IPv6 addresses        ,Core        ,Networking        ,nobody        ,UNCO        ,---        ,2020-12-14    
,Allow remove logged status for basic authentication site in Page Info        ,Firefox        ,Page Info Window        ,nobody        ,UNCO        ,---        ,2022-10-11    
,We immediately warn about reload prevention even for reloads scheduled for a long time from now (e.g. 20 minutes) with no indication to the user        ,Firefox        ,Disability Access        ,nobody        ,UNCO        ,---        ,2022-10-11    
,"Drag&drop to FF returns ""Firefox can't find the server at <weird/unknown URL>""        ",Core        ,DOM: Copy & Paste an        ,nobody        ,UNCO        ,---        ,2020-12-16    
,Firefox cannot connect to network after a suspend on linux        ,Core        ,Networking        ,nobody        ,UNCO        ,---        ,2020-12-14    
,[indexedDB]UnknownError is thrown from indexedDB when 2 different Firefox coexist        ,Core        ,Storage: IndexedDB        ,nobody        ,UNCO        ,---        ,2022-10-11    
,"After Ajax call, Firefox receives the correct response in HTML but shows nothing        ",Core        ,DOM: HTML Parser        ,nobody        ,UNCO        ,---        ,2020-12-16    
,Bootstrap support for this Linux distro not yet available        ,Firefox Build System        ,General: Unsupported        ,nobody        ,UNCO        ,---        ,2022-10-03    
,"Firefox silently fails to decode more than 16 nested Content-Encoding: gzip,gzip...        ",Core        ,Networking: HTTP        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Mute sound of a window (including *all* of its tabs)        ,Firefox        ,Tabbed Browser        ,nobody        ,UNCO        ,---        ,2022-10-11    
,FireFox no have event for TLS connection established and DNS lookup        ,Core        ,Networking        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Drm video not work on Firefox mobile        ,Core        ,Audio/Video: Playbac        ,nobody        ,UNCO        ,---        ,2022-10-11    
,Firefox opens in the background when using Choose Profile feature in Windows 10        ,Toolkit        ,Startup and Profile         ,nobody        ,UNCO        ,---        ,2022-10-11    
,Firefox Profile Manager - Delete Profile - UI Button Text May Lead to User Error        ,Toolkit        ,Startup and Profile         ,nobody        ,UNCO        ,---        ,2022-10-11    
